CoV ID,Collision Time Range,Collision Date,Modes,Injury Type,Age,Gender,Latitude,Longitude
43,15:00-17:59,21/01/2008,Veh-Veh,Minor,30-39,F,49.22696578,-123.1398433
44,15:00-17:59,21/01/2008,Veh-Veh,Minor,40-49,M,49.22050858,-123.128528
45,12:00-14:59,21/01/2008,Veh-Veh,Minor,60-69,M,49.21920398,-123.1285906
46,9:00-11:59,22/01/2008,Veh-Veh,Minor,20-29,M,49.21920398,-123.1285906
47,15:00-17:59,23/01/2008,Veh-Ped,Minor,20-29,M,49.21834046,-123.1377856
48,12:00-14:59,23/01/2008,Veh-Veh,Minor,50-59,M,49.27254022,-123.1526034
49,6:00-8:59,24/01/2008,Veh-Veh,Minor,0-19,M,49.26430125,-123.18185
50,21:00-23:59,24/01/2008,Veh-Veh,Minor,30-39,M,49.25011309,-123.0760987
51,18:00-20:59,24/01/2008,Veh-Veh,Minor,40-49,F,49.27820418,-123.1246064
52,18:00-20:59,25/01/2008,Veh-Veh,Minor,30-39,M,49.19818075,-123.12405
53,18:00-20:59,27/01/2008,Veh-Veh,Minor,20-29,F,49.26397938,-123.1624029
54,15:00-17:59,27/01/2008,Veh-Veh,Minor,30-39,F,49.26397938,-123.1624029
55,12:00-14:59,28/01/2008,Veh-Cyl,Minor,20-29,M,49.27277625,-123.1000281
56,0:00-2:59,29/01/2008,Veh-Veh,Minor,20-29,F,49.23477145,-123.1967112
57,0:00-2:59,29/01/2008,Veh-Veh,Minor,20-29,F,49.20543212,-123.0233584
58,21:00-23:59,29/01/2008,Veh-Veh,Minor,20-29,F,49.23477145,-123.1967112
59,0:00-2:59,29/01/2008,Veh-Veh,Minor,40-49,M,49.20543212,-123.0233584
60,9:00-11:59,29/01/2008,Veh-Veh,Minor,40-49,M,49.26678411,-123.0919164
61,9:00-11:59,30/01/2008,Veh-Veh,Minor,20-29,M,49.26151995,-123.1266591
62,9:00-11:59,30/01/2008,Veh-Veh,Minor,50-59,F,49.26151995,-123.1266591
63,,01/02/2008,Veh-Veh,Minor,20-29,F,49.24538912,-123.1276824
64,21:00-23:59,01/02/2008,Single Cyl,Minor,30-39,M,49.28123468,-123.0703897
65,3:00-5:59,05/02/2008,Veh-Veh,Minor,20-29,M,49.26231941,-123.0697627
66,18:00-20:59,06/02/2008,Veh-Veh,Minor,20-29,F,49.24516447,-123.0651533
67,18:00-20:59,06/02/2008,Veh-Veh,Minor,20-29,F,49.24516447,-123.0651533
68,18:00-20:59,06/02/2008,Veh-Veh,Minor,30-39,M,49.24516447,-123.0651533
69,15:00-17:59,06/02/2008,Veh-Cyl,Severe,50-59,M,49.24516447,-123.0651533
70,0:00-2:59,07/02/2008,Veh-Veh,Minor,40-49,M,49.21935069,-123.1401475
71,12:00-14:59,09/02/2008,Veh-Mot,Minor,40-49,F,49.25098328,-123.1678204
72,12:00-14:59,08/02/2008,Veh-Veh,Minor,60-69,M,49.28441944,-123.1211101
73,12:00-14:59,10/02/2008,Veh-Cyl,Minor,20-29,F,49.26444809,-123.1008951
74,18:00-20:59,10/02/2008,Veh-Veh,Minor,20-29,M,49.26444809,-123.1008951
75,15:00-17:59,11/02/2008,Veh-Ped,Minor,20-29,F,49.26916794,-123.1006969
76,0:00-2:59,11/02/2008,Veh-Veh,Severe,40-49,M,49.24481981,-123.0644276
77,18:00-20:59,11/02/2008,Veh-Veh,Severe,50-59,F,49.26110495,-123.1010364
78,9:00-11:59,12/02/2008,Ped-Unk,Severe,40-49,F,49.26171104,-123.1386286
79,3:00-5:59,12/02/2008,Veh-Veh,Minor,60-69,M,49.25929744,-123.1011137
80,15:00-17:59,12/02/2008,Veh-Ped,Minor,70+,M,49.26340646,-123.1265892
81,0:00-2:59,13/02/2008,Veh-Veh,Minor,20-29,F,49.26802663,-123.1456455
82,,13/02/2008,Veh-Cyl,Severe,20-29,M,49.26407036,-123.1681743
83,15:00-17:59,13/02/2008,Veh-Veh,Minor,30-39,M,49.22543984,-123.0879841
84,18:00-20:59,13/02/2008,Veh-Veh,Minor,30-39,M,49.22982165,-123.0771359
85,12:00-14:59,13/02/2008,Veh-Ped,Minor,40-49,F,49.22257623,-123.1376215
86,15:00-17:59,14/02/2008,Cyl-Unk,Minor,20-29,M,49.26556168,-123.0236652
87,21:00-23:59,14/02/2008,Veh-Veh,Severe,30-39,M,49.26556168,-123.0236652
88,21:00-23:59,14/02/2008,Veh-Veh,Minor,30-39,F,49.26556168,-123.0236652
89,18:00-20:59,15/02/2008,Veh-Veh,Minor,40-49,M,49.22696578,-123.1398433
90,18:00-20:59,15/02/2008,Veh-Veh,Minor,40-49,F,49.22696578,-123.1398433
91,12:00-14:59,15/02/2008,Veh-Veh,Minor,40-49,F,49.22696578,-123.1398433
92,18:00-20:59,15/02/2008,Veh-Veh,Minor,50-59,M,49.23836419,-123.0669704
93,21:00-23:59,16/02/2008,Veh-Veh,Minor,30-39,F,49.24084007,-123.0586849
94,15:00-17:59,16/02/2008,Veh-Veh,Minor,40-49,M,49.23404213,-123.033438
95,0:00-2:59,17/02/2008,Veh-Veh,Severe,20-29,M,49.28133561,-123.0996488
96,6:00-8:59,17/02/2008,Veh-Veh,Minor,30-39,F,49.28133561,-123.0996488
97,12:00-14:59,17/02/2008,Veh-Ped,Severe,50-59,M,49.22696578,-123.1398433
98,12:00-14:59,17/02/2008,Veh-Mot,Minor,60-69,F,49.22696578,-123.1398433
99,3:00-5:59,18/02/2008,Veh-Veh,Severe,50-59,F,49.27492352,-123.0999329
100,18:00-20:59,20/02/2008,Veh-Veh,Minor,20-29,M,49.28113572,-123.0467044
101,15:00-17:59,20/02/2008,Veh-Cyl,Severe,50-59,M,49.24328535,-123.1013584
102,21:00-23:59,21/02/2008,Veh-Cyl,Minor,20-29,F,49.28435544,-123.121207
103,15:00-17:59,21/02/2008,Veh-Ped,Minor,30-39,M,49.26641004,-123.1008131
104,15:00-17:59,21/02/2008,Veh-Ped,Minor,70+,M,49.28435544,-123.121207
105,6:00-8:59,22/02/2008,Veh-Ped,Minor,20-29,F,49.26802663,-123.1456455
106,6:00-8:59,22/02/2008,Veh-Veh,Minor,30-39,F,49.23474503,-123.1730446
107,15:00-17:59,22/02/2008,Veh-Ped,Severe,40-49,M,49.27538156,-123.0454827
108,6:00-8:59,22/02/2008,Veh-Veh,Minor,50-59,M,49.26171104,-123.1386286
109,21:00-23:59,24/02/2008,Veh-Veh,Minor,50-59,F,49.23477027,-123.1937221
110,9:00-11:59,24/02/2008,Veh-Veh,Minor,50-59,F,49.24748343,-123.0761868
111,21:00-23:59,25/02/2008,Veh-Cyl,Minor,30-39,M,49.27326263,-123.0441544
112,18:00-20:59,25/02/2008,Veh-Veh,Minor,40-49,F,49.26238115,-123.0775006
113,21:00-23:59,26/02/2008,Veh-Veh,Minor,20-29,F,49.25971654,-123.0891632
114,15:00-17:59,26/02/2008,Veh-Veh,Minor,30-39,M,49.22655262,-123.1283157
115,9:00-11:59,26/02/2008,Veh-Veh,Minor,60-69,M,49.26880173,-123.1395944
116,9:00-11:59,27/02/2008,Veh-Veh,Minor,20-29,F,49.25971654,-123.0891632
117,18:00-20:59,27/02/2008,Veh-Ped,Minor,30-39,M,49.21845771,-123.1018948
118,0:00-2:59,28/02/2008,Veh-Veh,Minor,20-29,M,49.27535672,-123.1327891
119,15:00-17:59,28/02/2008,Veh-Veh,Minor,20-29,F,49.26171104,-123.1386286
120,,29/02/2008,Veh-Veh,Minor,20-29,M,49.29685173,-123.026349
121,9:00-11:59,28/02/2008,Veh-Cyl,Minor,40-49,M,49.26641004,-123.1008131
122,12:00-14:59,29/02/2008,Veh-Veh,Minor,40-49,F,49.25286554,-123.1851573
123,18:00-20:59,29/02/2008,Veh-Ped,Severe,60-69,M,49.21693867,-123.1168544
124,21:00-23:59,01/03/2008,Veh-Ped,Minor,20-29,M,49.27535672,-123.1327891
125,12:00-14:59,01/03/2008,Veh-Veh,Minor,40-49,F,49.26189129,-123.0337576
126,12:00-14:59,01/03/2008,Veh-Cyl,Minor,40-49,F,49.22737265,-123.090706
127,12:00-14:59,02/03/2008,Cyl-Unk,Severe,30-39,M,49.22929438,-123.0431213
128,18:00-20:59,02/03/2008,Veh-Mot,Minor,70+,M,49.26415011,-123.1009075
129,9:00-11:59,03/03/2008,Veh-Veh,Minor,20-29,F,49.25270449,-123.1009237
130,21:00-23:59,02/03/2008,Veh-Veh,Minor,30-39,M,49.26415011,-123.1009075
131,21:00-23:59,02/03/2008,Veh-Veh,Minor,40-49,F,49.26415011,-123.1009075
132,9:00-11:59,03/03/2008,Veh-Ped,Minor,50-59,F,49.24143454,-123.1278187
133,0:00-2:59,03/03/2008,Veh-Veh,Minor,70+,M,49.20305947,-123.1347952
134,9:00-11:59,23/02/2008,Veh-Veh,Minor,50-59,M,49.24455757,-123.0339806
135,18:00-20:59,04/03/2008,Veh-Veh,Minor,70+,F,49.28168024,-123.1203161
136,21:00-23:59,05/03/2008,Veh-Veh,Severe,20-29,F,49.24143454,-123.1278187
137,9:00-11:59,05/03/2008,Veh-Veh,Severe,30-39,M,49.28113717,-123.0480175
138,15:00-17:59,21/02/2008,Veh-Ped,Minor,30-39,M,49.22701823,-123.1283046
139,15:00-17:59,04/03/2008,Cyl-Unk,Minor,40-49,F,49.26152507,-123.0891346
140,3:00-5:59,05/03/2008,Veh-Veh,Minor,40-49,M,49.26152507,-123.0891346
141,3:00-5:59,06/03/2008,Veh-Veh,Minor,0-19,M,49.24143454,-123.1278187
142,3:00-5:59,06/03/2008,Single Veh,Minor,20-29,M,49.24143454,-123.1278187
143,9:00-11:59,07/03/2008,Veh-Cyl,Minor,20-29,F,49.21816705,-123.0830913
144,21:00-23:59,06/03/2008,Veh-Veh,Minor,40-49,F,49.26950797,-123.0520899
145,9:00-11:59,08/03/2008,Veh-Veh,Minor,0-19,M,49.23445522,-123.1476812
146,0:00-2:59,08/03/2008,Veh-Veh,Minor,40-49,F,49.21816705,-123.0830913
147,15:00-17:59,08/03/2008,Veh-Mot,Severe,50-59,M,49.23445522,-123.1476812
148,,29/02/2008,Veh-Ped,Minor,30-39,M,49.28318941,-123.0995671
149,9:00-11:59,09/03/2008,Veh-Veh,Minor,40-49,F,49.2101449,-123.1171107
150,,27/02/2008,Veh-Ped,Minor,30-39,M,49.23282645,-123.0553955
151,6:00-8:59,12/03/2008,Ped-Unk,Minor,30-39,M,49.20292174,-123.077401
152,18:00-20:59,12/03/2008,Veh-Veh,Minor,30-39,F,49.26927399,-123.1065726
153,0:00-2:59,13/03/2008,Veh-Veh,Minor,30-39,M,49.23282645,-123.0553955
154,18:00-20:59,12/03/2008,Veh-Veh,Minor,30-39,F,49.2758799,-123.1242361
155,18:00-20:59,13/03/2008,Veh-Veh,Minor,30-39,F,49.26597947,-123.0696924
156,3:00-5:59,15/03/2008,Single Veh,Minor,20-29,M,49.23433032,-123.139588
157,18:00-20:59,14/03/2008,Veh-Veh,Severe,20-29,M,49.19818075,-123.12405
158,6:00-8:59,15/03/2008,Veh-Veh,Minor,20-29,F,49.2637899,-123.150529
159,6:00-8:59,15/03/2008,Veh-Veh,Minor,50-59,F,49.23433032,-123.139588
160,12:00-14:59,16/03/2008,Veh-Veh,Minor,50-59,F,49.26862298,-123.1857025
161,6:00-8:59,16/03/2008,Veh-Veh,Minor,60-69,M,49.26195192,-123.0442822
162,15:00-17:59,17/03/2008,Veh-Veh,Minor,20-29,F,49.26433147,-123.1837859
163,15:00-17:59,17/03/2008,Veh-Ped,Minor,30-39,M,49.22547178,-123.0907739
164,6:00-8:59,17/03/2008,Veh-Ped,Minor,40-49,M,49.22018017,-123.0412907
165,9:00-11:59,17/03/2008,Single Veh,Severe,50-59,M,49.26314668,-123.1109617
166,9:00-11:59,15/03/2008,Veh-Cyl,Minor,20-29,M,49.28103962,-123.0836039
167,6:00-8:59,18/03/2008,Veh-Veh,Minor,20-29,F,49.26430125,-123.18185
168,6:00-8:59,18/03/2008,Veh-Veh,Minor,20-29,M,49.26329845,-123.1198719
169,15:00-17:59,19/03/2008,Veh-Mot,Minor,0-19,M,49.22766297,-123.0772114
170,21:00-23:59,19/03/2008,Single Cyl,Minor,30-39,M,49.23152738,-123.1132344
171,21:00-23:59,20/03/2008,Cyl-Cyl,Minor,40-49,M,49.26444809,-123.1008951
172,0:00-2:59,19/03/2008,Veh-Ped,Minor,40-49,M,49.28670845,-123.1259163
173,6:00-8:59,19/03/2008,Veh-Ped,Severe,60-69,M,49.21083567,-123.0983775
174,12:00-14:59,20/03/2008,Veh-Veh,Minor,20-29,M,49.21110369,-123.0798993
175,18:00-20:59,20/03/2008,Veh-Veh,Minor,40-49,F,49.25956122,-123.0698156
176,12:00-14:59,20/03/2008,Veh-Veh,Minor,70+,F,49.20858465,-123.1378405
177,6:00-8:59,21/03/2008,Veh-Veh,Severe,0-19,M,49.31555276,-123.138343
178,6:00-8:59,21/03/2008,Veh-Veh,Minor,0-19,F,49.26950479,-123.0494652
179,21:00-23:59,20/03/2008,Veh-Ped,Severe,0-19,M,49.31555276,-123.138343
180,18:00-20:59,21/03/2008,Veh-Veh,Minor,20-29,F,49.31555276,-123.138343
181,6:00-8:59,21/03/2008,Veh-Veh,Minor,50-59,M,49.31555276,-123.138343
182,15:00-17:59,22/03/2008,Single Cyl,Minor,20-29,M,49.23289146,-123.0905577
183,18:00-20:59,23/03/2008,Veh-Veh,Minor,30-39,F,49.23289146,-123.0905577
184,9:00-11:59,22/03/2008,Cyl-Unk,Minor,60-69,M,49.26676805,-123.1480158
185,15:00-17:59,21/03/2008,Veh-Veh,Minor,50-59,F,49.20781288,-123.038985
186,21:00-23:59,24/03/2008,Veh-Veh,Minor,20-29,M,49.22612036,-123.0995341
187,18:00-20:59,24/03/2008,Veh-Ped,Minor,30-39,F,49.22612036,-123.0995341
188,15:00-17:59,24/03/2008,Veh-Veh,Minor,50-59,M,49.21484491,-123.0910341
189,15:00-17:59,25/03/2008,Veh-Veh,Minor,30-39,F,49.27343969,-123.1236925
190,15:00-17:59,25/03/2008,Veh-Veh,Minor,30-39,F,49.20937554,-123.1189441
191,15:00-17:59,25/03/2008,Veh-Veh,Minor,40-49,M,49.26550616,-123.100851
192,12:00-14:59,26/03/2008,Veh-Veh,Minor,30-39,M,49.23433032,-123.139588
193,15:00-17:59,26/03/2008,Veh-Veh,Minor,40-49,F,49.27156176,-123.13456
194,12:00-14:59,27/03/2008,Ped-Unk,Minor,20-29,F,49.28133561,-123.0996488
195,12:00-14:59,27/03/2008,Veh-Veh,Minor,20-29,M,49.27277625,-123.1000281
196,12:00-14:59,27/03/2008,Veh-Mot,Minor,70+,M,49.2102549,-123.0677849
197,0:00-2:59,28/03/2008,Veh-Veh,Minor,0-19,F,49.26392321,-123.1588502
198,21:00-23:59,28/03/2008,Veh-Veh,Minor,20-29,F,49.29685173,-123.026349
199,9:00-11:59,28/03/2008,Veh-Veh,Minor,40-49,F,49.26641004,-123.1008131
200,12:00-14:59,28/03/2008,Veh-Ped,Minor,40-49,M,49.27575209,-123.0695131
201,21:00-23:59,29/03/2008,Veh-Mot,Severe,20-29,M,49.21957251,-123.077212
202,9:00-11:59,29/03/2008,Cyl-Unk,Minor,40-49,M,49.21712053,-123.1292895
203,0:00-2:59,30/03/2008,Veh-Veh,Minor,0-19,F,49.27676634,-123.0998475
204,,27/03/2008,Single Cyl,Minor,30-39,F,49.26041341,-123.1162871
205,0:00-2:59,30/03/2008,Veh-Veh,Severe,50-59,M,49.22524789,-123.073148
206,18:00-20:59,01/04/2008,Veh-Cyl,Minor,40-49,M,49.21693867,-123.1168544
207,15:00-17:59,02/04/2008,Veh-Veh,Minor,40-49,F,49.26838874,-123.1696891
208,12:00-14:59,02/04/2008,Veh-Ped,Minor,40-49,M,49.26151995,-123.1266591
209,12:00-14:59,04/04/2008,Veh-Veh,Minor,30-39,F,49.26039204,-123.1149676
210,12:00-14:59,05/04/2008,Veh-Veh,Minor,0-19,M,49.28481882,-123.0616354
211,9:00-11:59,05/04/2008,Veh-Veh,Minor,40-49,F,49.23440941,-123.1447223
212,15:00-17:59,05/04/2008,Veh-Ped,Minor,60-69,F,49.2819962,-123.1208034
213,18:00-20:59,06/04/2008,Veh-Veh,Minor,30-39,F,49.23343632,-123.1134356
214,9:00-11:59,19/03/2008,Veh-Veh,Severe,40-49,F,49.23343632,-123.1134356
215,3:00-5:59,06/04/2008,Veh-Veh,Minor,50-59,M,49.2819962,-123.1208034
216,6:00-8:59,07/04/2008,Veh-Veh,Minor,20-29,M,49.26518503,-123.0774453
217,9:00-11:59,07/04/2008,Veh-Ped,Minor,60-69,F,49.27715591,-123.1165453
218,9:00-11:59,08/04/2008,Veh-Veh,Severe,50-59,M,49.20292174,-123.077401
219,3:00-5:59,09/04/2008,Veh-Veh,Minor,50-59,F,49.26515575,-123.1265247
220,18:00-20:59,10/04/2008,Veh-Veh,Minor,20-29,F,49.26231941,-123.0697627
221,18:00-20:59,10/04/2008,Veh-Veh,Minor,70+,M,49.23296589,-123.0417135
222,21:00-23:59,11/04/2008,Veh-Ped,Severe,20-29,F,49.27047382,-123.0657348
223,15:00-17:59,10/04/2008,Veh-Veh,Minor,30-39,F,49.28107814,-123.1075727
224,12:00-14:59,12/04/2008,Veh-Veh,Severe,20-29,M,49.24455757,-123.0339806
225,15:00-17:59,13/04/2008,Veh-Ped,Severe,70+,F,49.20292174,-123.077401
226,3:00-5:59,13/04/2008,Veh-Veh,Minor,0-19,F,49.27966862,-123.1204281
227,18:00-20:59,13/04/2008,Veh-Veh,Severe,40-49,M,49.22737265,-123.090706
228,15:00-17:59,15/04/2008,Veh-Veh,Minor,30-39,M,49.26329845,-123.1198719
229,12:00-14:59,15/04/2008,Veh-Cyl,Minor,30-39,M,49.26329845,-123.1198719
230,18:00-20:59,07/04/2008,Cyl-Unk,Minor,50-59,F,49.27735818,-123.1200802
231,9:00-11:59,16/04/2008,Veh-Veh,Minor,20-29,M,49.27655765,-123.0885445
232,18:00-20:59,16/04/2008,Veh-Mot,Severe,20-29,M,49.21077549,-123.1003104
233,9:00-11:59,16/04/2008,Veh-Veh,Minor,40-49,M,49.20292174,-123.077401
234,9:00-11:59,16/04/2008,Veh-Veh,Minor,40-49,F,49.22735265,-123.1713984
235,18:00-20:59,16/04/2008,Veh-Veh,Minor,40-49,M,49.28083794,-123.1206249
236,15:00-17:59,05/04/2008,Veh-Ped,Minor,60-69,F,49.2107292,-123.1301707
237,12:00-14:59,16/04/2008,Single Cyl,Severe,60-69,F,49.22170636,-123.1400535
238,18:00-20:59,17/04/2008,Veh-Veh,Minor,30-39,F,49.28303749,-123.0914019
239,21:00-23:59,16/04/2008,Veh-Mot,Minor,40-49,M,49.25286554,-123.1851573
240,18:00-20:59,18/04/2008,Veh-Veh,Minor,20-29,M,49.26235011,-123.0736309
241,18:00-20:59,18/04/2008,Veh-Mot,Minor,20-29,M,49.22547178,-123.0907739
242,15:00-17:59,18/04/2008,Veh-Veh,Minor,30-39,M,49.21825543,-123.0909531
243,12:00-14:59,15/03/2008,Single Veh,Severe,70+,M,49.26688469,-123.0696735
244,21:00-23:59,19/04/2008,Veh-Veh,Minor,20-29,F,49.26371381,-123.1457578
245,21:00-23:59,19/04/2008,Veh-Veh,Minor,20-29,F,49.26371381,-123.1457578
246,0:00-2:59,17/04/2008,Single Veh,Severe,40-49,F,49.25553032,-123.0898979
247,15:00-17:59,20/04/2008,Single Cyl,Minor,20-29,M,49.26450823,-123.1385234
248,12:00-14:59,20/04/2008,Veh-Veh,Minor,20-29,M,49.25956122,-123.0698156
249,12:00-14:59,20/04/2008,Veh-Veh,Minor,30-39,M,49.28178311,-123.1333593
250,12:00-14:59,20/04/2008,Veh-Ped,Minor,30-39,M,49.28178311,-123.1333593
251,6:00-8:59,21/04/2008,Veh-Veh,Minor,20-29,F,49.26225219,-123.1149198
252,6:00-8:59,13/02/2008,Veh-Ped,Minor,60-69,M,49.23152738,-123.1132344
253,15:00-17:59,22/04/2008,Veh-Veh,Minor,20-29,M,49.25956122,-123.0698156
254,12:00-14:59,22/04/2008,Veh-Veh,Minor,20-29,F,49.29685173,-123.026349
255,12:00-14:59,22/04/2008,Veh-Mot,Severe,20-29,M,49.26056017,-123.1254399
256,15:00-17:59,24/04/2008,Veh-Veh,Minor,20-29,M,49.22391404,-123.1284112
257,15:00-17:59,24/04/2008,Veh-Veh,Minor,20-29,M,49.21726192,-123.0770418
258,0:00-2:59,24/04/2008,Single Cyl,Minor,20-29,M,49.24763366,-123.1532523
259,6:00-8:59,24/04/2008,Veh-Veh,Minor,30-39,F,49.24763366,-123.1532523
260,6:00-8:59,24/04/2008,Veh-Veh,Minor,40-49,M,49.24763366,-123.1532523
261,6:00-8:59,24/04/2008,Veh-Veh,Minor,40-49,F,49.23760254,-123.0488446
262,15:00-17:59,24/04/2008,Veh-Mot,Severe,60-69,M,49.23064669,-123.1854342
263,18:00-20:59,25/04/2008,Veh-Ped,Minor,30-39,F,49.24186874,-123.1393225
264,12:00-14:59,25/04/2008,Veh-Veh,Minor,60-69,M,49.26196838,-123.0986388
265,21:00-23:59,25/04/2008,Veh-Veh,Minor,0-19,F,49.24516447,-123.0651533
266,3:00-5:59,26/04/2008,Veh-Veh,Minor,20-29,F,49.25873334,-123.1150307
267,12:00-14:59,26/04/2008,Veh-Veh,Minor,20-29,F,49.22655262,-123.1283157
268,18:00-20:59,26/04/2008,Veh-Ped,Minor,70+,F,49.26156688,-123.0945473
269,15:00-17:59,28/04/2008,Veh-Veh,Minor,20-29,M,49.20842889,-123.127483
270,15:00-17:59,28/04/2008,Veh-Veh,Minor,40-49,F,49.20842889,-123.127483
271,15:00-17:59,29/04/2008,Veh-Mot,Severe,30-39,M,49.22930236,-123.128232
272,12:00-14:59,29/04/2008,Veh-Mot,Minor,50-59,M,49.22394975,-123.1589942
273,9:00-11:59,30/04/2008,Veh-Veh,Minor,40-49,F,49.22930236,-123.128232
274,9:00-11:59,30/04/2008,Veh-Veh,Minor,40-49,M,49.22930236,-123.128232
275,18:00-20:59,22/03/2008,Veh-Ped,Minor,30-39,M,49.26862298,-123.1857025
276,15:00-17:59,04/05/2008,Veh-Veh,Minor,0-19,M,49.21920398,-123.1285906
277,3:00-5:59,04/05/2008,Single Veh,Minor,0-19,F,49.22878282,-123.1416224
278,3:00-5:59,04/05/2008,Ped-Unk,Minor,20-29,M,49.26916794,-123.1006969
279,12:00-14:59,03/05/2008,Veh-Veh,Minor,30-39,F,49.21920398,-123.1285906
280,12:00-14:59,12/04/2008,Veh-Veh,Minor,20-29,M,49.28867644,-123.1311063
281,15:00-17:59,03/05/2008,Veh-Veh,Minor,30-39,M,49.2298159,-123.1163429
282,15:00-17:59,05/05/2008,Veh-Veh,Minor,50-59,M,49.26889831,-123.1456172
283,15:00-17:59,05/05/2008,Veh-Veh,Minor,60-69,M,49.22760827,-123.0656697
284,6:00-8:59,06/05/2008,Veh-Mot,Minor,40-49,F,49.26231941,-123.0697627
285,18:00-20:59,07/05/2008,Veh-Veh,Minor,20-29,M,49.2631132,-123.1094531
286,9:00-11:59,06/05/2008,Veh-Cyl,Minor,20-29,M,49.2631132,-123.1094531
287,18:00-20:59,07/05/2008,Veh-Veh,Minor,50-59,M,49.2631132,-123.1094531
288,12:00-14:59,12/04/2008,Veh-Veh,Minor,20-29,M,49.25213483,-123.1152728
289,12:00-14:59,08/05/2008,Veh-Cyl,Minor,20-29,M,49.23098969,-123.0906045
290,6:00-8:59,08/05/2008,Veh-Cyl,Minor,20-29,M,49.27277625,-123.1000281
291,12:00-14:59,09/05/2008,Veh-Ped,Minor,20-29,M,49.22194752,-123.0236066
